,Unnamed: 0,name,type,IMDb,originalName,foreignName,nickname,romanPinyin,notableWork,debutWork,activeTime,debutTime,birthPlace,deathPlace,award,language,website,almaMater,education,religion,nationality,ethnicity,agency,hasSibling,hasSpouse,hasParent,hasChild,works
0,215232,['金·凯特罗'],['actor'],['0000326'],['金·维多利亚·凯特罗Kim Victoria Cattrall'],['Kim Cattrall'],[],[],[],[],[],[],"{'country': 'GBR', 'state': 'England', 'city': 'Liverpool'}",{},['金球奖最佳电视女配角影视演员协会奖喜剧类最佳整体效果奖'],['英语'],[],[],[],[],{},[],[],[],[],[],[],[]
1,215356,['谢安琪'],['actor'],['3280986'],['曲'],['Kay Tse'],"['檬姐', '浦铭心', '女神', '人妻Kay', 'Kay BB', '平民天后', '香港乐坛的民主女神', 'B餐']",['Tse On Kay'],"['《Kontinue》', '《独家村》', '《你们的幸福》', '《 The Album 》', '《钟无艳》', '《罗生门》', '《Binary》', '《囍帖街》']",['《姿色份子》'],"['2005年-2016年', '2018年-2021年']",['2005年'],{},{},"['CASH最佳女歌手', '港台最优秀流行女歌手大奖', '叱咤我最喜爱的女歌手', '叱咤乐坛女歌手金奖', '四台联颁传媒大奖']",['粤语、国语、英语'],[],['大埔浸信会公立学校恩主教书院香港公开大学香港大学文学院'],['恩主教书院预科毕业香港公开大学翻译及语言学荣誉文学士香港大学荣誉文学士（美国研究）'],['基督教'],{},[],['Ban Ban Music（2005年－2017年） 幻国文化娱乐（2017年－2020年）'],[],[],[],[],"['《Kontinue》', '《独家村》', '《你们的幸福》', '《 The Album 》', '《钟无艳》', '《罗生门》', '《Binary》', '《囍帖街》', '《姿色份子》']"
2,215963,['甘国亮'],['actor'],['0304065'],[],[],['甘生'],['Kam Kwok-Leung'],[],[],[],[],{},{},[],[],[],['粤华中学'],[],[],"{'country': 'CHN', 'state': 'Guangxi Zhuangzu Zizhiqu', 'city': ''}",[],[],[],['郑裕玲'],[],[],[]
3,216081,['秦沛'],['actor'],['0157971'],['姜昌年'],['Paul Chun'],['Paul哥'],['Chun Pui'],[],[],['1966年-2021年'],[],"{'country': 'JPN', 'state': '岩手県', 'city': ''}",{},[],['粤语、吴语、国语、英语、日语'],[],['九龙塘学校（小学部）香港华仁书院'],['中学肄业'],[],"{'country': 'CHN', 'state': '江苏省', 'city': '苏州市'}",['1/2汉族 1/4满族 1/4蒙古族 （外公是满族人，外婆为蒙古人）林燕妮访秦沛：电视剧方面我是Living\u3000History，活生生的历史'],['佳艺电视（1976年－1978年）丽的电视（1979年－1981年）无线电视（1981年－1989年、1997年－2012年）亚洲电视（1989年－1997年）香港电视网络'],[],"['梁盛子','森下绘梨']","['严化','红薇']","['姜文杰','姜丽文']",[]
4,216870,['刘品言'],['actor'],['4411342'],['刘品言'],['Esther Liu'],['言言'],['Liu Pin-yan'],"['《绿光森林》', '《格斗天王》', '《仙剑奇侠传》', '《西街少年》', '《麻醉风暴2金孙》', '《阵头》', '《愤怒的菩萨》', '《鸡排英雄》']",['《爱是怎么一回事》'],['2003年-2021年'],['2002年'],"{'country': 'TWN', 'state': '台北市', 'city': '信義區'}",{},[],['国语、台语、英语、法语'],[],[],['台北市立天母国民中学第十届毕业生私立泰北高级中学巴黎国际时装艺术学院时尚管理学系学士'],[],"{'country': 'TWN', 'state': '台北市', 'city': '信義區'}",[],['红橘子娱乐（2002年－2007年）享鸿娱乐（合作关系，2008－2009)鸿言娱乐（台湾，2011年－至今）海润影视集团（中国大陆，2015年－2017年）齐石传播（2019年－2020年3月）'],[],[],[],[],"['《绿光森林》', '《格斗天王》', '《仙剑奇侠传》', '《西街少年》', '《麻醉风暴2金孙》', '《阵头》', '《愤怒的菩萨》', '《鸡排英雄》', '《爱是怎么一回事》']"
5,216876,['曾之乔'],['actor'],['1784950'],[],['Joanne Tseng'],['乔乔'],[],"['《紫禁之巅》', '《必娶女人》', '《我的宝贝四千金》', '《后菜鸟的灿烂时代》', '《爱情魔发师》', '《稍息立正我爱你》']",[],['2020年-2021年'],[],"{'country': 'TWN', 'state': '新竹縣', 'city': '竹北市'}",{},[],['国语、英语、泰雅语'],[],[],['圣心女中国中部庄敬高职电影电视科毕业国立台湾艺术大学戏剧与剧场应用系学士'],[],{},['泰雅族'],['红橘子娱乐（2002年）宝达娱乐华研国际音乐（2014年至今）'],[],[],[],[],"['《紫禁之巅》', '《必娶女人》', '《我的宝贝四千金》', '《后菜鸟的灿烂时代》', '《爱情魔发师》', '《稍息立正我爱你》']"
6,217341,['梅小惠'],['actor'],['00611320'],[],['Cutie Mui'],[],['Mui Siu Wai'],"['《他来自江湖》', '《皆大欢喜》']",[],[],[],"{'country': 'HKG', 'state': '香港', 'city': '中環'}",{},[],[],[],['香港汉文师范同学会附属学校圣玛加利女书院'],['中五'],[],"{'country': 'CHN', 'state': 'Fujian', 'city': ''}",[],['无线电视（1987年-2004年）'],"['梅小青','梅小玲','梅尚仁','梅尚智']",[],[],[],"['《他来自江湖》', '《皆大欢喜》']"
7,218010,['王伟'],['actor'],['0939383'],['王永伟'],[],[],['Wong Wai'],['《\n》'],[],['1960年-2000年'],['1963年'],"{'country': 'CHN', 'state': '山东省', 'city': '日照市'}",{},[],['粤语、英语、普通话'],[],['培侨中学'],['中学'],['佛教'],"{'country': 'CHN', 'state': '山东省', 'city': '日照市'}",['汉族'],['亚洲电视（1977至1989年）无线电视（1972至1977年，1989至2002年）'],[],[],[],"['王从奕','王从希']",['《\n》']
8,218698,['苏民峰'],['actor'],[],['苏民立'],[],[],[],[],[],['1983年-2021年'],[],"{'country': 'HKG', 'state': '九龍', 'city': '何文田'}",{},[],['粤语、普通话、英语'],['www.masterso.com/'],[],[],[],{},[],[],[],[],[],[],[]
9,218837,['郎雄'],['actor'],['0485950'],[],['Paul Lung'],"['郎爷爷', '郎叔']",['Sihung Lung'],[],['《苦情花》'],[],['1970年'],"{'country': 'CHN', 'state': '江苏省', 'city': '宿迁市'}","{'country': 'TWN', 'state': '台北市', 'city': '信義區'}",['金马奖'],[],[],[],[],['天主教'],"{'country': 'CHN', 'state': '江苏省', 'city': '宿迁市'}",['满族'],[],[],['包珈'],[],[],['《苦情花》']
10,218842,['柯俊雄'],['actor'],['0398801'],[],[],[],[],[],[],['1965年-2015年'],[],"{'country': 'TWN', 'state': '台南市', 'city': '安平區'}","{'country': 'TWN', 'state': '台北市', 'city': '內湖區'}",['菲律宾狄伦夫人最佳男主角奖'],[],[],[],[],[],{},[],[],['柯丽华'],[],[],[],[]
11,218939,['杜宇航'],['actor'],['3253626'],[],['Dennis To'],[],['To Yu Hang'],['《叶问前传》'],[],[],[],{},{},[],[],[],[],[],[],"{'country': 'CHN', 'state': '广东省', 'city': '佛山市'}",[],[],[],[],[],[],['《叶问前传》']
12,23331,['吕丽萍'],['actor'],['0523733'],[],[],[],[],"['《天上人间》', '《编辑部的故事》', '《激情燃烧的岁月》', '《蓝风筝》', '《玩酷青春》']",['《童年的朋友》'],['1984年-2021年'],['1984年'],"{'country': 'CHN', 'state': '北京市', 'city': '北京市'}",{},"['飞天奖最佳女主角', '新加坡国际电影节最佳女演员奖', '百花奖最佳女配角', '金马奖最佳女主角', '东京国际电影节最佳女演员奖', '中国电影表演艺术学会奖', '金鹰奖最受欢迎女演员', '金鸡奖最佳女配角']",[],[],[],['中央戏剧学院表演系毕业'],['新教'],"{'country': 'CHN', 'state': '北京市', 'city': '北京市'}",[],[],[],['孙海英'],[],['张博宇'],"['《天上人间》', '《编辑部的故事》', '《激情燃烧的岁月》', '《蓝风筝》', '《玩酷青春》', '《童年的朋友》']"
13,23346,['奥黛丽·赫本'],['actor'],['0000030'],['Audrey Kathleen Ruston'],['Audrey Hepburn'],[],[],"['《罗马假期》', '《第凡内早餐》', '《窈窕淑女》']",['《荷兰七课》'],['1948年-1989年'],['1948年'],"{'country': 'CHN', 'state': '广东省', 'city': '珠海市'}",{},[],"['荷兰语丹尼尔·艾佛列特，《别睡，这里有蛇！》 ，大家出版社/台湾新北市新店区,2011年8月,p.248. ISBN 978-986-6179-17-4、英语、法语、意大利语、西班牙语、葡萄牙语']",[],[],[],[],{},[],[],[],[],['约瑟夫·路斯顿'],['卢卡·多蒂'],"['《罗马假期》', '《第凡内早餐》', '《窈窕淑女》', '《荷兰七课》']"
14,220150,['奥森·威尔斯'],"['actor', 'director']",['0000080'],[],[],[],[],[],[],[],[],{},"{'country': 'USA', 'state': 'California', 'city': 'Los Angeles'}",[],[],[],[],[],[],{},[],[],[],[],[],"['克里斯托弗·威尔斯','丽贝卡·威尔斯']",[]
15,220217,['麦玲玲'],['actor'],[],[],[],[],[],['《风生水起》'],[],['1996年-2021年'],[],{},{},[],['粤语、普通话、英语'],[],['英皇书院同学会小学英华女学校'],[],[],{},[],[],[],[],[],[],['《风生水起》']
16,221038,['郭德纲'],['actor'],[],[],[],[],[],[],[],[],[],{},{},[],[],[],[],[],[],{},[],[],[],[],[],[],[]
17,23550,['秀兰·邓波儿'],['actor'],[],[],['Shirley Temple'],['大众小情人'],[],[],[],['1932年-1950年'],[],"{'country': 'USA', 'state': 'California', 'city': 'Visalia'}",{},['奥斯卡奖'],[],[],[],[],[],{},[],[],[],['约翰·阿加尔'],[],['Linda Susan AgarCharles Alden Black'],[]
18,221977,['费翔'],['actor'],['1191525'],[],['Kris Phillips'],[],['Fei Xiang'],[],[],[],[],"{'country': 'TWN', 'state': '南投縣', 'city': '信義鄉'}",{},['金唱片奖'],['英语、国语'],[],[],['史丹福大学医学科'],[],"{'country': 'DNK', 'state': 'Hovedstaden', 'city': 'Frederiksberg C'}",[],[],[],[],"['毕丽娜','Wade Phillips']",[],[]
19,222673,['梁小冰'],['actor'],['0504996'],[],['Sabrina Leung'],[],['Leung Siu-bing'],"['《圆月弯刀》', '《天子屠龙》', '《导火新闻线》', '《鹿鼎记》', '《新梁山伯祝英台》', '《兄兄我我》', '《娱乐插班生》', '《孽吻》', '《新上海滩》', '《风之刀》']",[],['1988年-2021年'],['1988年'],{},{},['亚洲猛男大奖'],['粤语、普通话、英语'],[],['顺德联谊总会谭伯羽中学香港四邑商工总会黄棣珊纪念中学天主教母佑会萧明中学'],[],['基督新教'],"{'country': 'CHN', 'state': '广东省', 'city': '佛山市'}",[],['电视广播有限公司（1990年－1998年）诚信娱乐发展有限公司（1998年）香港电视网络（2012年－2015年）'],[],[],[],['陈洋溢'],"['《圆月弯刀》', '《天子屠龙》', '《导火新闻线》', '《鹿鼎记》', '《新梁山伯祝英台》', '《兄兄我我》', '《娱乐插班生》', '《孽吻》', '《新上海滩》', '《风之刀》']"
20,223085,['贺军翔'],['actor'],['3170288'],[],['Mike Ho'],"['小美', '翔翔']",['Ho Chun-Hsiang'],[],['《七年级生》'],['2003年-2021年'],[],"{'country': 'TWN', 'state': '台北市', 'city': '信義區'}",{},[],['国语'],[],[],['醒吾科技大学观光科（肄业）国立台湾体育学院台北市立西松高级中学台北市立民生国民中学台北市立西松国民小学'],[],"{'country': 'USA', 'state': 'Kansas', 'city': 'Stockton'}",[],[],[],[],[],[],['《七年级生》']
21,223246,['罗素·高尔'],"['actor', 'director']",['0000128'],['罗素·艾拉·克洛Russell Ira Crowe'],['Russell Crowe'],[],[],"['《神鬼战士》', '《美丽境界》', '《超人钢铁英雄》', '《美国黑帮》', '《悲惨世界》']",[],['1986年-2021年'],[],"{'country': 'GBR', 'state': 'England', 'city': 'Derby'}",{},"['澳洲电影学院奖国际成就奖', '澳洲电影学院奖最佳国际男演员', '澳洲电影学院奖最佳男配角', '澳洲电影学院奖最佳男主角']",['英语'],[],[],[],[],"{'country': 'CHN', 'state': '陕西省', 'city': '延安市'}",[],[],[],['Danielle Spencer'],[],[],"['《神鬼战士》', '《美丽境界》', '《超人钢铁英雄》', '《美国黑帮》', '《悲惨世界》']"
22,224781,['陈依龄'],['actor'],[],[],['Irene Chan'],[],[],[],[],[],[],{},{},[],[],[],[],[],[],{},[],[],['陈美龄'],[],[],[],[]
23,224784,['叶璇'],['actor'],['2091041'],[],['Michelle Ye Xuan'],"['大小姐', '海马', '女人', '璇姐', '阿璇', '小璇子']",[],"['《情义我心知》', '《再生缘》', '《冲上云霄》', '《云海玉弓缘》', '《天下第一》', '《上善若水——璇攻略》', '《意外》', '《情陷夜中环》']",[],['1999年-2021年'],['1999年'],"{'country': 'CHN', 'state': '浙江省', 'city': '杭州市'}",{},[],['国语、粤语、英语、法语'],[],[],['美国卫斯理学院（Wellesley College）政治系一年级长江商学院工商管理硕士高阶主管班'],['天主教'],"{'country': 'CHN', 'state': '浙江省', 'city': '杭州市'}",['汉族'],[],[],[],"['叶朝阳','许岚','王雪洁']",[],"['《情义我心知》', '《再生缘》', '《冲上云霄》', '《云海玉弓缘》', '《天下第一》', '《上善若水——璇攻略》', '《意外》', '《情陷夜中环》']"
24,224791,['林苑'],['actor'],[],[],[],[],[],[],[],[],[],"{'country': 'CHN', 'state': '重庆市', 'city': '重庆市'}",{},[],[],[],[],[],[],{},[],[],[],[],[],[],[]
25,225286,['白韵琹'],['actor'],['1816913'],[],[],"['白姐姐', '白才女', 'PWK']",[],[],[],['1970年-2000年'],['1970年'],{},{},[],[],[],[],['旧金山州立大学传播系研究院'],[],{},['回族'],[],[],['安德鲁·邝'],[],[],[]
26,225701,['康康'],['actor'],['4292260'],['康晋荣'],['Kang Kang'],"['康康', '康哥']",[],[],[],['1997年-2021年'],[],"{'country': 'CHN', 'state': '河北省', 'city': '保定市'}",{},[],['国语、台语'],[],[],['中正高工建筑科'],['无'],{},[],[],[],[],[],[],[]
27,225888,['路云·雅坚逊'],['actor'],[],[],[],['豆豆先生'],[],[],[],[],['1983年'],{},{},[],[],[],[],['牛津大学电机工程系硕士学位'],[],{},[],[],[],[],['埃里克·艾金森'],[],[]
28,226120,['王馨平'],['actor'],['0939224'],['王传音'],['Linda'],[],['Wong Hing Ping'],"['《梦里是谁》', '《生命有价》', '《飞出恋爱街》', '《在你走的一天》', '《缘份》', '《问你问我》', '《寒冰》', '《别问我是谁》', '《美少女战士》']",['《在你走的一天》'],"['1993年-2004年', '2011年-2021年']",['1993年'],{},{},"['生力军女歌手金奖', '最有前途新人', '第六届叱咤乐坛流行榜', '世纪回眸港台最佳艺人奖', '第十六届十大中文金曲', '中国大陆七省市MTV总冠军：馨平气', '十大劲歌金曲', '最有前途女新人金奖', '主题曲）', '金鹰奖', '最受欢迎女新人银奖']",['国语、粤语'],['王馨平的微博'],['私立再兴小学私立再兴初级中学国立台湾师范大学附属高级中学'],['国立政治大学新闻学系文学士'],['佛教'],"{'country': 'CHN', 'state': '江苏省', 'city': '无锡市'}",[],['家平制作园地（1993－1995年）协和经纪（1999－2001年）LUVLEE Ltd. / 秘密花园娱乐（2013年－）'],"['陈山河','王加露','王美怡','曾江']","['郑嘉颖','李家辉']","['王羽','林翠']",[],"['《梦里是谁》', '《生命有价》', '《飞出恋爱街》', '《在你走的一天》', '《缘份》', '《问你问我》', '《寒冰》', '《别问我是谁》', '《美少女战士》', '《在你走的一天》']"
29,226254,['朱茵'],['actor'],['0160803'],[],['Athena Chu'],['性感女神'],[],['《 西游记大结局之仙履奇缘逃学威龙2  射雕英雄传萧十一郎雪山飞狐》'],['《逃学威龙2》'],['1991年-2021年'],[],"{'country': 'HKG', 'state': '香港', 'city': '中環'}",{},['杰出演员奖'],['普通话、粤语、英语'],[],[],['香港演艺学院戏剧学系'],['基督新教'],{},['汉族'],[],[],['黄贯中'],[],[],"['《 西游记大结局之仙履奇缘逃学威龙2  射雕英雄传萧十一郎雪山飞狐》', '《逃学威龙2》']"
30,226462,['麦浚龙'],"['actor', 'director']",['1474034'],['麦允然Bobby Mak'],['Juno Mak'],['细宝，龟仙人，拉登，麦导，潮流教主，董折'],[],"['《没有人》', '《雌雄同体》', '《 耿耿于怀》', '《念念不忘》', '《弱水三千》', '《勇悍．17》', '《 樱吹雪》', '《罗生门》', '《彳亍》', '《忘记和记》', '《写得太多》', '《借火》', '《成魔之路》']",['《爱上杀手》'],['2002年-2021年'],[],{},{},['叱咤乐坛至尊唱片大奖'],['粤语、英语、国语'],['http://blog.think-silly.juno/ Juno Blog'],[],[],[],{},[],[],[],[],[],[],"['《没有人》', '《雌雄同体》', '《 耿耿于怀》', '《念念不忘》', '《弱水三千》', '《勇悍．17》', '《 樱吹雪》', '《罗生门》', '《彳亍》', '《忘记和记》', '《写得太多》', '《借火》', '《成魔之路》', '《爱上杀手》']"
31,226537,['竹内结子'],['actor'],['0847624'],[],['竹内 结子'],[],['Takeuchi Yūko'],[],['《新木曜的怪谈 Cyborg》'],['1996年-2020年'],['1996年'],"{'country': 'CHN', 'state': '山东省', 'city': '青岛市'}",{},[],['日语'],['官方网页'],[],['浦和市立白幡中学校毕业'],[],{},['大和族'],['星尘传播'],[],['中村狮童'],[],[],['《新木曜的怪谈 Cyborg》']
32,227347,['黄宗泽'],['actor'],['2350266'],['曲最后祝福也成为经典'],['Bosco'],"['泽仔', '跛Co', 'Bosco']",['Wong Chung Chak'],['《我可能不会爱你》'],[],['1998年-2021年'],[],{},{},[],['粤语、普通话、英语、潮州话'],[],['天主教伍华小学中华基督教会基协中学'],['中五'],[],"{'country': 'CHN', 'state': '广东省', 'city': '潮州市'}",[],['无线电视（1999至2017年）邵氏兄弟（2017年至今）'],[],[],[],[],['《我可能不会爱你》']
33,227395,['洪朝丰'],['actor'],[],['洪乌猪'],[],[],['Hong Chao Feng'],[],[],"['1983年-2006年', '2011年-2021年']",[],"{'country': 'CHN', 'state': '广东省', 'city': '潮州市'}",{},[],['粤语、国语、英语'],[],['天主教晓明小学何文田官立中学'],['香港中文大学社会科学学士'],[],"{'country': 'CHN', 'state': '广东省', 'city': '潮州市'}",[],['香港数码广播有限公司'],[],['叶桂好'],[],['洪叶'],[]
34,24197,['葛丽泰·嘉宝'],['actor'],['0001256'],[],[],['Miss G'],[],"['《安娜·卡列尼娜》', '《妮诺契卡》']",[],['1920年-1941年'],[],"{'country': 'SWE', 'state': 'Stockholms län', 'city': 'Stockholm'}","{'country': 'USA', 'state': 'New York', 'city': 'New York'}",['纽约影评人协会最佳女主角'],[],[],[],['瑞典皇家剧院'],[],{},[],[],[],[],[],[],"['《安娜·卡列尼娜》', '《妮诺契卡》']"
35,228682,['詹志文'],['actor'],[],['詹志文'],['Leo'],[],['Chim Chi Man'],[],[],[],[],{},{},[],[],['http://www.881903.com/Page/ZH-TW/DJ903_26.aspx'],[],['小学鸡程度'],['基督教'],{},[],[],[],[],[],[],[]
36,229314,['夏梦'],['actor'],['1970972'],['杨蒙'],[],['长城公主'],['Xia Meng'],[],[],[],[],"{'country': 'CHN', 'state': 'Shanghai', 'city': 'Shanghai'}",{},['第18届上海国际电影节华语电影终身成就奖'],[],[],[],[],[],"{'country': 'CHN', 'state': '江苏省', 'city': '苏州市'}",[],[],['杨洁'],['林葆诚'],[],[],[]
37,229729,['张震'],['actor'],['0151654'],[],['Chang Chen'],[],[],"['《牯岭街少年杀人事件》', '《卧虎藏龙》', '《木偶奇遇记》', '《吴清源》', '《最好的时光》', '《春光乍泄》']",['《牯岭街少年杀人事件》'],['1991年-2021年'],['1991年'],"{'country': 'TWN', 'state': '台北市', 'city': '信義區'}",{},[],['国语、粤语'],[],[],['台北县私立复兴高级商工职业学校'],[],{},[],['泽东经纪公司'],['张翰'],['路嘉欣'],"['张国柱','赵欣然']",[],"['《牯岭街少年杀人事件》', '《卧虎藏龙》', '《木偶奇遇记》', '《吴清源》', '《最好的时光》', '《春光乍泄》', '《牯岭街少年杀人事件》']"
38,230241,['黄嘉千'],['actor'],['2940004'],[],['Phoebe Huang'],[],['Huang Chia-Chien'],[],[],[],['1973年'],{},{},[],['国语、台语'],[],['桃园市桃园区东门国民小学桃园市立青溪国民中学 新北市私立淡江高级中学新北市私立醒吾高级中学美国基督教効力会基督书院'],[],['基督教'],{},[],['大羊文化'],[],['夏克立'],[],[],[]
39,2039468,['埃莉卡·杜兰斯'],['actor'],[],[],[],[],[],[],[],['2002年-2021年'],[],"{'country': 'CAN', 'state': 'Alberta', 'city': 'Calgary'}",{},[],[],[],[],[],[],{},[],[],[],['Wesley Parker David Palffy '],[],[],[]
40,231659,['席维斯·史特龙'],"['actor', 'director']",['0000230'],['Sylvester Gardenzio Stallone'],['Sylvester Stallone'],[],[],[],[],['1970年-2021年'],['1970年'],{},{},['土星奖终身成就奖'],[],['http://www.sylvesterstallone.com/ 官方网站'],[],[],['罗马天主教'],{},[],[],[],"['Sasha Czack','Jennifer Flavin']",[],[],[]
41,231692,['李冰冰'],['actor'],['0508356'],[],[],"['冰姐', '冰冰', '李老大']",['Li Bing Bing'],"['《无悔追踪》', '《风声》', '《徽娘宛心》', '《云水谣》']",['《警魂》'],['1994年-2021年'],['1994年'],"{'country': 'CHN', 'state': '黑龙江省', 'city': '哈尔滨市'}",{},[],['普通话、粤语、英语'],[],[],['中专鸡西师范学院音乐系、上海戏剧学院表演系学士'],[],"{'country': 'CHN', 'state': '甘肃省', 'city': '兰州市'}",['汉族'],['华谊兄弟李冰冰工作室（2011年至今）和颂传媒（2011年至今）'],[],[],[],[],"['《无悔追踪》', '《风声》', '《徽娘宛心》', '《云水谣》', '《警魂》']"
42,232100,['何嘉莉'],['actor'],['0387339'],['曲'],"['Ho Ka Lee, Lillian']",[],[],[],[],"['1996年-2002年', '2017年-2021年']",[],"{'country': 'HKG', 'state': '香港', 'city': '中環'}",{},['金唱片奖'],['粤语、国语、英语'],[],[],['中五毕业'],[],{},[],[],[],['何嘉莉'],[],[],[]
43,232142,['王力宏'],['actor'],['0910966'],[],['Alexander Leehom Wang'],[],[],[],[],['1995年-2021年'],[],{},{},['如全球华语歌曲排行及金曲奖'],['国语、杭州话、闽南语、英语、法语、日语、义大利语、西班牙语、略懂粤语'],[' Homeboy'],[],['麻萨诸塞州威廉姆斯学院学士波士顿伯克利音乐学院硕士麻萨诸塞州威廉姆斯学院荣誉博士（2016）波士顿伯克利音乐学院荣誉博士（2016）'],['基督教'],{},['汉族'],['博德曼（1995年）福茂唱片（1996年-1997年）索尼音乐（1998年-2011年）宏声艺人经纪（2003年-）传王力宏与索尼结束合约 有意自立门户'],[],['李靓蕾'],"['王大中','李明珠']",[],[]
44,24651,['梁朝伟'],['actor'],['0504897'],[],['Tony Leung'],['伟仔'],['Leung Chiu Wai'],"['《2046》', '《花样年华》', '《东京攻略》', '《赤壁》', '《无间道系列》', '《重庆森林》', '《一代宗师》', '《色，戒》', '《天下无双》', '《东邪西毒》', '《春光乍泄》', '《阿飞正传》']",['《天龙八部》'],['1982年-2021年'],[],{},{},['威尼斯影展最佳电影金狮奖'],[],['梁朝伟官方网站'],['地利亚英文小学地利亚修女纪念学校（百老汇）'],['中三'],['佛教'],"{'country': 'CHN', 'state': 'Fujian', 'city': ''}",[],['无线电视(1982-1990)泽东电影(1998-2018)刘嘉玲工作室(2018-)'],[],[],[],[],"['《2046》', '《花样年华》', '《东京攻略》', '《赤壁》', '《无间道系列》', '《重庆森林》', '《一代宗师》', '《色，戒》', '《天下无双》', '《东邪西毒》', '《春光乍泄》', '《阿飞正传》', '《天龙八部》']"
45,24694,['刘玉玲'],['actor'],['0005154'],['Lucy Liu'],[],[],[],[],[],['1989年-2021年'],[],{},{},"['MTV电影奖最佳银幕搭档', 'MTV电影奖最佳反派']",['英语、中文'],[],['纽约工作室学校'],['密歇根大学'],[],{},[],[],[],[],[],[],[]
46,232607,['黎小田'],['actor'],['0499995'],['黎田英'],['Michael Lai'],"['小田', 'Michael哥', 'Michael']",['Lai Siu Tin'],"['《烟雨凄迷》', '《残梦》', '《问我》', '《问谁领风骚》', '《仙鹤情缘》', '《浮生六劫》', '《梦里是谁》', '《Crying in the Party》', '《骤雨中的阳光》', '《换到千般恨》', '《戏剧人生》', '《天蚕变》', '《胭脂扣》', '《侬本多情》', '《心肝宝贝》', '《大内群英》', '《大地恩情》', '《太极张三丰》', '《人在旅途洒泪时》', '《天龙诀》', '《浴血太平山》', '《剑伴谁在》', '《变色龙》', '《大侠霍元甲》', '《找不著借口》']",['《子夜》'],['1951年-2019年'],[],{},"{'country': 'HKG', 'state': '香港', 'city': '大坑'}",['十大中文金曲奖'],['粤语、英语、普通话'],[],['香岛中学小学部圣若瑟英文中学喇沙书院新法书院'],['黎小田的'],['佛教'],{},[],[],"['黎海宁','林寄韵']",['关菊英'],"['黎草田','杨莉君']",['黎兆斌'],"['《烟雨凄迷》', '《残梦》', '《问我》', '《问谁领风骚》', '《仙鹤情缘》', '《浮生六劫》', '《梦里是谁》', '《Crying in the Party》', '《骤雨中的阳光》', '《换到千般恨》', '《戏剧人生》', '《天蚕变》', '《胭脂扣》', '《侬本多情》', '《心肝宝贝》', '《大内群英》', '《大地恩情》', '《太极张三丰》', '《人在旅途洒泪时》', '《天龙诀》', '《浴血太平山》', '《剑伴谁在》', '《变色龙》', '《大侠霍元甲》', '《找不著借口》', '《子夜》']"
47,232627,['胡慧中'],['actor'],['0398904'],['胡慧中'],['Sibelle Hu'],[],['Hu Hui Chung'],"['《欢颜》', '《霸王花》']",['《欢颜》'],['1979年-2002年'],[],"{'country': 'TWN', 'state': '台北市', 'city': '信義區'}",{},[],['广东话、华语'],[],[],['国立台湾大学历史学系夜间部'],[],{},[],[],[],['唐重生'],[],['何淦璇'],"['《欢颜》', '《霸王花》', '《欢颜》']"
48,24735,['黎明'],['actor'],['0481709'],[],['Leon Lai'],"['Leon', '黎天王', '金句王']",['Lai Ming'],"['《三更之回家》', '《甜蜜蜜》', '《玻璃之城》']","['《Leon》', '《男儿本色》']",['1986年-2021年'],['1991年'],"{'country': 'CHN', 'state': '北京市', 'city': '北京市'}",{},[],['粤语、国语、英语、客家语'],[],[],['高中'],[],"{'country': 'CHN', 'state': '广东省', 'city': '梅州市'}",[],['华星唱片（1986年－1991年）无线电视（1986年－1990年代）百仕活娱乐事业有限公司（1991年5月30日－现在）'],[],['陈善之'],['黎新生'],[],"['《三更之回家》', '《甜蜜蜜》', '《玻璃之城》', '《Leon》', '《男儿本色》']"
49,233428,['潘迎紫'],['actor'],['0659039'],[],['Angela'],['娃娃娃娃姐中视之宝中视当家花旦荧幕情侣美魔女始祖'],['Yin-Tze Pan'],"['《灵山神箭》', '《一代皇-{后}-大玉儿》', '《浴火凤凰》', '《一代女皇》']",['《独臂刀》'],['1963年-2021年'],['1960年'],"{'country': 'CHN', 'state': '江苏省', 'city': '苏州市'}",{},[],['粤语、吴语 、国语'],[],[],[],[],"{'country': 'CHN', 'state': '江苏省', 'city': '苏州市'}",[],[],[],['陈鸿烈'],[],[],"['《灵山神箭》', '《一代皇-{后}-大玉儿》', '《浴火凤凰》', '《一代女皇》', '《独臂刀》']"
50,233814,['孟飞'],['actor'],['0579528'],['杨安东'],[],[],[],['《神雕侠侣》'],['《小拳王》'],['1972年-2021年'],[],"{'country': 'CHN', 'state': '山东省', 'city': '日照市'}",{},[],['国语、粤语'],[' 1998-'],[],[],[],"{'country': 'CHN', 'state': '山东省', 'city': '日照市'}",['汉族'],[],[],['罗月冷'],[],[],"['《神雕侠侣》', '《小拳王》']"
51,234299,['宋慧乔'],['actor'],['1046845'],['宋慧教'],['송혜교'],['乔妹'],['Song Hye-kyo'],[],['《初恋》'],['1998年-2021年'],['1996年'],"{'country': 'CHN', 'state': '四川省', 'city': '攀枝花市'}",{},[],['韩语、英语、日语、少许汉语、略懂粤语'],[],[],['世宗大学电影艺术学系肄业'],[],{},['朝鲜族'],['Sidus HQ（2007年-2012年）UAA（2012年至今）泽东电影 (2019年至今）'],[],['宋仲基'],[],[],['《初恋》']
