name,IMDb,originalName,foreignName,nickname,romanPinyin,type,job,notableWork,debutWork,activeYear,debutDate,birthPlace,deathPlace,award,language,website,motherSchool,education,religion,nationality,ethnicity,agency,hasRelative,hasSpouse,hasParent,hasChild
['金·凯特罗'],['0000326'],['金·维多利亚·凯特罗Kim Victoria Cattrall'],['Kim Cattrall'],[],[],['女演员'],['演员'],[],[],[],[],['利物浦'],[],['金球奖最佳电视女配角影视演员协会奖喜剧类最佳整体效果奖'],['英语'],[],[],[],[],[],[],[],[],[],[],[]
['谢安琪'],['3280986'],"['曲', '曲', '曲《[[囍帖街 (歌曲)|囍帖街]]》<ref>{{Cite web |url=http://www.sinchew.com.my/node/451926 |title=谢安琪──草根天后传奇 |date=2009-03-13 |publisher=星洲网娱乐 |access-date=2018-07-09 |archive-url=https://web.archive.org/web/20180710010507/http://www.sinchew.com.my/node/451926 |archive-date=2018-07-10 |dead-url=no }}</ref><ref name=""ent.sina"">{{Cite web |url=http://ent.sina.com.cn/y/2009-05-25/15582537080.shtml |title=新浪独家对话谢安琪：看淡“天后” 将演荒诞片 |date=2009-05-25 |publisher=新浪音乐 |access-date=2018-07-09 |archive-url=https://web.archive.org/web/20180709215709/http://ent.sina.com.cn/y/2009-05-25/15582537080.shtml |archive-date=2018-07-09 |dead-url=no }}</ref>；2009年首次举办[[红馆]]个人演唱会', '曲《热咖啡》及与谢安琪合唱《用爱将心偷》']",['Kay Tse'],['香港乐坛的民主女神、平民天后、人妻Kay、浦铭心、女神、B餐、檬姐、Kay BB'],['Tse On Kay'],['女艺人'],['歌手、演员'],['歌曲：\n《钟无艳》(2007)《囍帖街》(2008)《你们的幸福》(2011）《独家村》(2014)《罗生门》(2015) 专辑：\n《Binary》《Kontinue》《 The Album 》合辑系列'],['《姿色份子》 (2005)'],['2005年－2016年、2018年—'],['2005'],[],[],['叱咤乐坛女歌手金奖 (2018、2019)  港台最优秀流行女歌手大奖（2018、2019）CASH最佳女歌手（2006、2008、2009、2011、2015）四台联颁传媒大奖（2008） 叱咤我最喜爱的女歌手（2008、2014、2015、2018） 香港十大杰出青年（2010）香港高登女神选举冠军（2012、2013、2014、2015）'],['粤语、国语、英语'],[],['大埔浸信会公立学校恩主教书院香港公开大学香港大学文学院'],['恩主教书院预科毕业香港公开大学翻译及语言学荣誉文学士香港大学荣誉文学士（美国研究）'],['基督教'],[],[],['Ban Ban Music（2005年－2017年） 幻国文化娱乐（2017年－2020年）'],[],[],[],[]
['甘国亮'],['0304065'],[],"[' ', ' ']",['甘生'],['Kam Kwok-Leung'],['幕后'],[],[],[],[],[],[],[],[],[],[],['粤华中学'],[],[],['广西'],[],[],[],['郑裕玲'],[],[]
['秦沛'],['0157971'],['姜昌年'],['Paul Chun'],['Paul哥'],['Chun Pui'],['男演员'],['演员'],[],[],['1966年至今'],[],['北平市'],[],[],['粤语、吴语、国语、英语、日语'],[],['九龙塘学校（小学部）香港华仁书院'],['中学肄业'],[],['江苏苏州'],['1/2汉族 1/4满族 1/4蒙古族 （外公是满族人，外婆为蒙古人）林燕妮访秦沛：电视剧方面我是Living\u3000History，活生生的历史'],['佳艺电视（1976年－1978年）丽的电视（1979年－1981年）无线电视（1981年－1989年、1997年－2012年）亚洲电视（1989年－1997年）香港电视网络'],[],"['梁盛子','森下绘梨']","['严化','红薇']","['姜文杰','姜丽文']"
['刘品言'],['4411342'],['刘品言'],['Esther Liu'],['言言'],['Liu Pin-yan'],['女艺人'],['演员 、歌手 、主持人'],['连续剧：仙剑奇侠传、绿光森林、格斗天王、西街少年、愤怒的菩萨、麻醉风暴2电影：金孙、鸡排英雄、阵头'],['《爱是怎么一回事》'],['2003年至今'],['2002年'],['台北市'],[],['其中四个奖'],['国语、台语、英语、法语'],[],[],['台北市立天母国民中学第十届毕业生私立泰北高级中学巴黎国际时装艺术学院时尚管理学系学士'],[],['台湾台北市'],[],['红橘子娱乐（2002年－2007年）享鸿娱乐（合作关系，2008－2009)鸿言娱乐（台湾，2011年－至今）海润影视集团（中国大陆，2015年－2017年）齐石传播（2019年－2020年3月）'],[],[],[],[]
['曾之乔'],['1784950'],[],['Joanne Tseng'],['乔乔'],[],['女艺人'],['演员、歌手、主持人'],['《紫禁之巅》《爱情魔发师》《我的宝贝四千金》《必娶女人》《稍息立正我爱你》《后菜鸟的灿烂时代》'],[],['2020年至今'],[],['新竹县'],[],[],['国语、英语、泰雅语'],[],[],['圣心女中国中部庄敬高职电影电视科毕业国立台湾艺术大学戏剧与剧场应用系学士'],[],[],['泰雅族'],['红橘子娱乐（2002年）宝达娱乐华研国际音乐（2014年至今）'],[],[],[],[]
['梅小惠'],['00611320'],[],['Cutie Mui'],[],['Mui Siu Wai'],['女演员'],[],['他来自江湖、皆大欢喜、皆大欢喜'],[],[],[],[],[],[],[],[],['香港汉文师范同学会附属学校圣玛加利女书院'],['中五'],[],['广东台山'],[],['无线电视（1987年-2004年）'],"['梅小青','梅小玲','梅尚仁','梅尚智']",[],[],[]
['王伟 (香港)'],['0939383'],['王永伟'],[' '],[],['Wong Wai'],['男演员'],['演员'],['电视剧：\n电影：'],[],['1960至2000年代'],['1963年'],[],[],[],['粤语、英语、普通话'],[],['培侨中学'],['中学'],['佛教'],['山东省'],['汉族'],['亚洲电视（1977至1989年）无线电视（1972至1977年，1989至2002年）'],[],[],[],"['王从奕','王从希']"
['苏民峰'],[],['苏民立'],[],[],[],[],['堪舆学家'],[],[],['1983年至今'],[],['九龙寨城'],[],[],['粤语、普通话、英语'],['www.masterso.com/'],[],[],[],[],[],[],[],[],[],[]
['郎雄'],['0485950'],[],['Paul Lung'],['郎叔、郎爷爷'],['Sihung Lung'],['男演员'],['演员'],[],['电视剧《苦情花》'],['20世纪'],['1970年'],['江苏省宿迁'],['台北市振兴医院'],['金马奖'],[],[],[],[],['天主教'],['江苏宿迁'],['满族'],[],[],['包珈'],[],[]
['柯俊雄'],['0398801'],[],[],[],[],['男演员'],[],[],[],['1965年－2015年'],[],['台南州（今台南市）'],['台北市内湖区三军总医院'],['菲律宾狄伦夫人最佳男主角奖'],[],[],[],[],[],[],[],[],['柯丽华'],[],[],[]
['杜宇航'],['3253626'],[],['Dennis To'],[],['To Yu Hang'],['男演员'],['演员、武术家'],['《叶问前传》'],[],[],[],[],[],[],[],[],[],[],[],['广东佛山西樵镇'],[],[],[],[],[],[]
['吕丽萍'],['0523733'],[],[' '],[],[],['女演员'],"['演员, 中国共产党党员']",['《编辑部的故事》，1991年\n《蓝风筝》，1993年\n《天上人间》，1999年\n《激情燃烧的岁月》，2001年\n《玩酷青春》，2010年'],['《童年的朋友》'],['1984年至今'],['1984年'],['北京市'],[],['1988年金鸡奖最佳女配角\n 1988年中国电影表演艺术学会奖\n 1990年中国电影表演艺术学会奖\n 1991年飞天奖最佳女主角\n 1992年百花奖最佳女配角\n 1993年东京国际电影节最佳女演员奖\n 1993年新加坡国际电影节最佳女演员奖\n 2001年金鹰奖最受欢迎女演员\n 2010年金马奖最佳女主角'],[],[],[],['中央戏剧学院表演系毕业'],['新教'],['北京'],[],[],[],['孙海英'],[],['张博宇']
['奥黛丽·赫本'],['0000030'],['Audrey Kathleen Ruston'],['Audrey Hepburn'],[],[],['女演员'],['演员'],['《罗马假期》《第凡内早餐》《窈窕淑女》'],['荷兰七课'],['1948年—1989年'],['1948年'],['布鲁塞尔伊克塞尔'],['特洛什纳'],[],"['荷兰语丹尼尔·艾佛列特，《别睡，这里有蛇！》 ，大家出版社/台湾新北市新店区,2011年8月,p.248. ISBN 978-986-6179-17-4、英语、法语、意大利语、西班牙语、葡萄牙语']",[],[],[],[],['世界各地掀起风潮：其中赫本在片中表现出公主的高雅气息，以及剪成赫本头表现出的天真无邪，使她成功赢得多数人的赞赏。许多[[报纸]]评论称赞奥黛丽·赫本说：“一位新[[葛丽泰·嘉宝|嘉宝]]'],[],[],[],[],['约瑟夫·路斯顿'],['卢卡·多蒂']
['奥森·威尔斯'],['0000080'],[],[],[],[],['男演员'],[],[],[],[],[],['威斯康辛州基诺沙'],['加利福尼亚州洛杉矶'],[],[],[],[],[],[],[],[],[],[],[],[],"['克里斯托弗·威尔斯','丽贝卡·威尔斯']"
['麦玲玲'],[],[],[],[],[],[],['堪舆学家、演员'],['《风生水起》'],[],['1996年至今'],[],[],[],[],['粤语、普通话、英语'],[],['英皇书院同学会小学英华女学校'],[],[],['广东省鹤山市'],[],[],[],[],[],[]
['郭德纲'],[],[],"[' ', ' ']",[],[],[],[],[],[],[],[],['中华人民共和国[[天津市]]'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['秀兰·邓波儿'],[],[],['Shirley Temple'],['大众小情人'],[],['女演员'],[],[],[],['1932年～1950年'],[],['加利福尼亚州圣塔莫尼卡'],['加州伍赛德'],"['奥斯卡奖', '奥斯卡奖']",[],[],[],[],[],[],[],[],[],['约翰·阿加尔'],[],['Linda Susan AgarCharles Alden Black']
['费翔'],['1191525'],[],['Kris Phillips'],[],['Fei Xiang'],['男歌手'],['歌手、演员、主持人'],[],[],[],[],['台湾省台北县新店镇（今新北市新店区）'],[],['金唱片奖'],['英语、国语'],[],[],['史丹福大学医学科'],[],['1955年'],[],[],[],[],"['毕丽娜','Wade Phillips']",[]
['梁小冰'],['0504996'],[],['Sabrina Leung'],[],['Leung Siu-bing'],['女演员'],['歌手、演员、模特儿'],['《风之刀》《兄兄我我》《天子屠龙》《娱乐插班生》《孽吻》《新上海滩》《圆月弯刀》《鹿鼎记》《新梁山伯祝英台》《导火新闻线》'],[],['1988年至今'],['1988年'],[],[],['亚洲猛男大奖'],['粤语、普通话、英语'],[],['顺德联谊总会谭伯羽中学香港四邑商工总会黄棣珊纪念中学天主教母佑会萧明中学'],[],['基督新教'],['广东省佛山市南海区'],[],['电视广播有限公司（1990年－1998年）诚信娱乐发展有限公司（1998年）香港电视网络（2012年－2015年）'],[],[],[],['陈洋溢']
['贺军翔'],['3170288'],[],['Mike Ho'],['小美、翔翔'],['Ho Chun-Hsiang'],['男演员'],['演员'],[],['七年级生'],['2003年9月至今'],[],['台北市'],[],[],['国语'],[],[],['醒吾科技大学观光科（肄业）国立台湾体育学院台北市立西松高级中学台北市立民生国民中学台北市立西松国民小学'],[],['[[美国]]'],[],[],[],[],[],[]
['罗素·高尔'],['0000128'],['罗素·艾拉·克洛Russell Ira Crowe'],['Russell Crowe'],[],[],['男演员'],['演员、监制、音乐家、导演'],['《美丽境界》《神鬼战士》《美国黑帮》《悲惨世界》《超人：钢铁英雄》'],[],['1986年至今'],[],['威灵顿'],[],['澳洲电影学院奖最佳男配角1991年 《情如物证》  澳洲电影学院奖最佳男主角1992年 《无法无天》  澳洲电影学院奖国际成就奖2001年  澳洲电影学院奖最佳国际男演员2005年 《最后一击》2009年 《绝对阴谋》'],['英语'],[],[],[],[],['拍摄1990年的电影《The Crossing》时结识的。现在两人已经有了两个儿子，长子2003年'],[],[],[],['Danielle Spencer'],[],[]
['陈依龄'],[],[],['Irene Chan'],[],[],['女歌手'],['歌手、演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['陈美龄'],[],[],[]
['叶璇'],['2091041'],[],['Michelle Ye Xuan'],['阿璇、小璇子、海马、女人、大小姐、璇姐'],[],['女艺人'],['演员、制片人、投资者、副会长、教授、编剧'],['电视剧2002年，《再生缘》2002年，《云海玉弓缘》2003年，《冲上云霄》2005年，《天下第一》2005年，《情陷夜中环》电影2005年，《情义我心知》2009年，《意外》书籍 《上善若水——璇攻略》'],[],['1999年至今'],['1999年'],['浙江省杭州市'],[],[],['国语、粤语、英语、法语'],[],[],['美国卫斯理学院（Wellesley College）政治系一年级长江商学院工商管理硕士高阶主管班'],['天主教'],['浙江省杭州市'],['汉族'],[],[],[],"['叶朝阳','许岚','王雪洁']",[]
['林苑'],[],[],[],[],[],[],[],[],[],[],[],['[[重庆]]'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['白韵琹'],['1816913'],[],[],['白姐姐、白才女、PWK'],[],['媒体工作者'],['专栏作家、电台主持、社会活动家、投资家'],[],[],['1970年代至2000年代'],['1970年代'],[],[],[],[],[],[],['旧金山州立大学传播系研究院'],[],[],[],[],[],['安德鲁·邝'],[],[]
['康康'],['4292260'],['康-{晋}-荣'],['Kang Kang'],['康康、康哥'],[],['男艺人'],['节目主持人、歌手、演员、导演、编剧、商人'],[],[],['1997年至今'],[],['高雄县凤山镇（今高雄市凤山区）'],[],[],['国语、台语'],[],[],['中正高工建筑科'],['无'],['节目上提及自己高中时的初恋女友，是全班第一名的优秀学生，而自己当年虽是留级生，也得到演讲比赛第二名。高中毕业后，康康入伍服役，两人后来因此分手<ref>[https://stars.udn.com/star/story/10092/3171254/ 初恋惨遭兵变 康康高唱「其实你不懂我的心」]，[[联合新闻网]]，2018-05-30</ref><ref>[https://www.nownews.com/news/20180531/2763206/ 初恋爱上「第一名学霸」\u3000康康自曝惨遭兵变]，[[NOWnews 今日新闻]]，2018-05-31</ref>。康康较知名的女友为杨巧宁、暱称毛毛，他表示彼此因个性不太相同，价值观和理念有差异而分手<ref>[https://www.nownews.com/news/20090718/902001?from=next/ 康康上节目谈感情\u3000与毛毛理念有落差]，[[NOWnews 今日新闻]]，2009-07-18</ref>。2008年初，吴宗宪主持的《周日八点党》邀请康康重回节目搭档主持，首集节目就大幅消遣其与毛毛分手一事。2011年5月28日，康康与女友张家霈完成婚礼。2012年5月28日，儿子康梓翰'],[],[],[],[],[],[]
['路云·雅坚逊'],[],[],[],['豆豆先生（Mr.Bean）'],[],['男演员'],[],[],[],[],['1983'],[],[],[],[],[],[],['牛津大学电机工程系硕士学位'],[],[],[],[],[],[],['埃里克·艾金森'],[]
['王馨平'],['0939224'],['王传音'],['Linda'],[],['Wong Hing Ping'],['女歌手'],['歌手、演员'],['《别问我是谁》（1993年）《在你走的一天》（1993年）《缘份》（1993年）《寒冰》（1994年）《飞出恋爱街》（1994年）《美少女战士》（1994年）《问你问我》（1995年）《生命有价》（1995年）《梦里是谁》（1998年）'],['《在你走的一天》（1993年）'],['1993至2004年，2011年至今'],['1993年'],[],[],['香港电台「第十六届十大中文金曲」最有前途女新人金奖\n香港商业电台「第六届叱咤乐坛流行榜」生力军女歌手金奖\n香港无线电视「十大劲歌金曲」最受欢迎女新人银奖\n台湾《大成报》最有前途新人\n中国大陆多家排行榜冠军：别问我是谁\n中国福建电台十大流行曲：一生痴恋\n香港无线电视劲歌金曲冠军：普通女人\n中国大陆七省市MTV总冠军：馨平气和\n中国广州十大金曲：爱不了忘不了（电视剧《雪花神剑》主题曲）\n大众电视「金鹰奖」世纪回眸港台最佳艺人奖'],['国语、粤语'],['王馨平的微博'],['私立再兴小学私立再兴初级中学国立台湾师范大学附属高级中学'],['国立政治大学新闻学系文学士'],['佛教'],['江苏省无锡市'],[],['家平制作园地（1993－1995年）协和经纪（1999－2001年）LUVLEE Ltd. / 秘密花园娱乐（2013年－）'],"['陈山河','王加露','王美怡','曾江']","['郑嘉颖','李家辉']","['王羽','林翠']",[]
['朱茵'],['0160803'],[],['Athena Chu'],['性感女神'],[],['女艺人'],['影视演员、歌手'],['电影 西游记大结局之仙履奇缘逃学威龙2 电视剧 射雕英雄传萧十一郎雪山飞狐'],['逃学威龙2'],['1991年至今'],[],[],[],"['「杰出演员奖', '大会颁发证书及金奖']",['普通话、粤语、英语'],[],[],['香港演艺学院戏剧学系'],['基督新教'],['广东顺德'],['汉族'],[],[],['黄贯中'],[],[]
['麦浚龙'],['1474034'],['麦允然Bobby Mak'],['Juno Mak'],['细宝，龟仙人，拉登，麦导，潮流教主，董折'],[],['男歌手'],['歌手、演员、导演、编剧、监制'],['没有人（2003） 耿耿于怀（2004）雌雄同体（2005）成魔之路（2006）借火（2007）写得太多（2008）弱水三千（2009） 樱吹雪（2011）彳亍（2011）念念不忘（2015）罗生门（2015）勇悍．17（2018）忘记和记（2019）'],['爱上杀手（2002）'],['2002年至今'],[],[],[],"['叱咤乐坛至尊唱片大奖', '最佳文本哲学奖', '颁至尊唱片大奖', '颁至尊唱片大奖']",['粤语、英语、国语'],['http://blog.think-silly.juno/ Juno Blog'],[],[],[],[],[],[],[],[],[],[]
['竹内结子'],['0847624'],[],['竹内 结子'],[],['Takeuchi Yūko'],['女演员'],['演员'],[],['《新木曜的怪谈 Cyborg》'],['1996年至2020年'],['1996年'],['埼玉县浦和市（现埼玉市南区）'],['东京都涩谷区'],[],['日语'],['官方网页'],[],['浦和市立白幡中学校毕业'],[],[],['大和族'],['星尘传播'],[],['中村狮童'],[],[]
['黄宗泽'],['2350266'],"['曲最后祝福也成为经典', '曲最后祝福也成为经典']",['Bosco'],['Bosco、跛Co、泽仔'],['Wong Chung Chak'],['男艺人'],['演员、歌手、商人'],['我可能不会爱你'],[],['1998年至今'],[],[],[],['电影男主角的奖'],['粤语、普通话、英语、潮州话'],[],['天主教伍华小学中华基督教会基协中学'],['中五'],[],['广东潮州'],[],['无线电视（1999至2017年）邵氏兄弟（2017年至今）'],[],[],[],[]
['洪朝丰'],[],['洪乌猪'],"[' ', ' ']",[],['Hong Chao Feng'],['节目主持'],['节目主持'],[],[],['1983 - 2006年2011年 -'],[],['广东潮州'],[],[],['粤语、国语、英语'],[],['天主教晓明小学何文田官立中学'],['香港中文大学社会科学学士'],[],['广东潮州'],[],['香港数码广播有限公司'],[],['叶桂好'],[],['洪叶']
['葛丽泰·嘉宝'],['0001256'],[],[],['Miss G'],[],['女演员'],[],['１. 安娜·克里斯蒂饰 Anna Christie  ２. 饰 Rita Cavallini ３.大饭店饰 Grusinskaya ４.As You Desire Me饰 Zara / Maria ５.饰 克里斯蒂娜女王 ６.《安娜·卡列尼娜》饰 安娜·卡列尼娜７.饰 Marguerite Gautier８.《妮诺契卡》 ９.饰 Karin'],[],['1920～1941'],[],['斯德哥尔摩'],['纽约'],['纽约影评人协会最佳女主角1936年 《安娜·卡列尼娜》1937年 《》'],[],[],[],['瑞典皇家剧院'],[],[],[],[],[],[],[],[]
['詹志文'],[],['詹志文'],['Leo'],[],['Chim Chi Man'],['主持人'],['首席创作总监/小店波店长/前903节目主持/演员'],[],[],[],[],[],[],[],[],['http://www.881903.com/Page/ZH-TW/DJ903_26.aspx'],[],['小学鸡程度'],['基督教'],[],[],[],[],[],[],[]
['夏梦'],['1970972'],['杨蒙'],"[' ', ' ']",['长城公主'],['Xia Meng'],['女演员'],['演员、制作人'],[],[],[],[],['上海市'],['沙田威尔斯亲王医院'],['第18届上海国际电影节华语电影终身成就奖'],[],[],[],[],[],['苏州'],[],[],['杨洁'],['林葆诚'],[],[]
['张震 (演员)'],['0151654'],[],['Chang Chen'],[],[],['男演员'],['演员'],['电影：《牯岭街少年杀人事件》《春光乍泄》《卧虎藏龙》《最好的时光》《吴清源》舞台剧：《木偶奇遇记》'],['《牯岭街少年杀人事件》'],['1991年至今'],['1991年'],['台北市'],[],[],['国语、粤语'],[],[],['台北县私立复兴高级商工职业学校'],[],[],[],['泽东经纪公司'],['张翰'],['路嘉欣'],"['张国柱','赵欣然']",[]
['黄嘉千'],['2940004'],[],['Phoebe Huang'],[],['Huang Chia-Chien'],['女艺人'],['歌手、演员、主持人'],[],[],[],['1973'],['桃园县（今桃园市）'],[],[],['国语、台语'],[],['桃园市桃园区东门国民小学桃园市立青溪国民中学 新北市私立淡江高级中学新北市私立醒吾高级中学美国基督教効力会基督书院'],[],['基督教'],[],[],['大羊文化'],[],['夏克立'],[],[]
['埃莉卡·杜兰斯'],[],[],[],[],[],[],['演员'],[],[],['2002–至今'],[],['加拿大艾伯塔省卡尔加里'],[],[],[],[],[],[],[],[],[],[],[],['Wesley Parker David Palffy '],[],[]
['席维斯·史特龙'],['0000230'],['Sylvester Gardenzio Stallone'],['Sylvester Stallone'],[],[],['男演员'],['演员，制片人，编剧，导演'],[],[],['1970年至今'],['1970年'],['纽约州纽约市曼哈顿地狱厨房'],[],['土星奖终身成就奖1997年'],[],['http://www.sylvesterstallone.com/ 官方网站'],[],[],['罗马天主教'],[],[],[],[],"['Sasha Czack','Jennifer Flavin']",[],[]
['李冰冰'],['0508356'],[],[' '],['冰冰、冰姐、李老大'],['Li Bing Bing'],['女演员'],['演员'],['《无悔追踪》、《云水谣》、《风声》、《徽娘宛心》'],['《警魂》'],['1994年至今'],['1994年'],['黑龙江省松花江地区五常县'],[],[],['普通话、粤语、英语'],[],[],['中专鸡西师范学院音乐系、上海戏剧学院表演系学士'],[],[],['汉族'],['华谊兄弟李冰冰工作室（2011年至今）和颂传媒（2011年至今）'],[],[],[],[]
['何嘉莉'],['0387339'],"['曲', '曲《非份之想》和《两种人》']","['Ho Ka Lee, Lillian']",[],[],['女艺人'],['歌手、演员、模特儿、时装设计、形象顾问、KOL'],[],[],['1996年至2002年2017年至今'],[],[],[],['金唱片奖'],['粤语、国语、英语'],[],[],['中五毕业'],[],[],[],[],[],['何嘉莉'],[],[]
['王力宏'],['0910966'],[],['Alexander Leehom Wang'],[],[],['男歌手'],['歌手、作曲家、填词人 、制作人、演员、导演'],[],[],['1995年至今'],[],['纽约州罗彻斯特'],[],"['如全球华语歌曲排行及金曲奖', '华鼎奖', '金曲奖']",['国语、杭州话、闽南语、英语、法语、日语、义大利语、西班牙语、略懂粤语'],[' Homeboy'],[],['麻萨诸塞州威廉姆斯学院学士波士顿伯克利音乐学院硕士麻萨诸塞州威廉姆斯学院荣誉博士（2016）波士顿伯克利音乐学院荣誉博士（2016）'],['基督教'],['浙江义乌'],['汉族'],['博德曼（1995年）福茂唱片（1996年-1997年）索尼音乐（1998年-2011年）宏声艺人经纪（2003年-）传王力宏与索尼结束合约 有意自立门户'],[],['李靓蕾'],"['王大中','李明珠']",[]
['梁朝伟'],['0504897'],[],['Tony Leung'],['伟仔'],['Leung Chiu Wai'],['男艺人'],[],['《阿飞正传》《东邪西毒》《重庆森林》《春光乍泄》《东京攻略》《花样年华》《天下无双》《无间道系列》《2046》《色，戒》《赤壁》《一代宗师》'],['《天龙八部》'],['1982年至今'],[],[],[],"['威尼斯影展最佳电影金狮奖', '香港电影金像奖', '了香港电影金像奖', '台湾电影金马奖']",[],['梁朝伟官方网站'],['地利亚英文小学地利亚修女纪念学校（百老汇）'],['中三'],['佛教'],['广东台山'],[],['无线电视(1982-1990)泽东电影(1998-2018)刘嘉玲工作室(2018-)'],[],[],[],[]
['刘玉玲'],['0005154'],['Lucy Liu'],[],[],[],['女演员'],['演员、配音演员、制片人、模特、艺术家'],[],[],['1989年迄今'],[],['纽约州纽约市皇后区杰克逊高地'],[],['MTV电影奖最佳银幕搭档（2001年）MTV电影奖最佳反派（2004年）'],['英语、中文'],[],['纽约工作室学校'],['密歇根大学'],[],[],[],[],[],[],[],[]
['黎小田'],['0499995'],['黎田英'],['Michael Lai'],['小田、Michael（同辈称呼）小田哥、Michael哥（后辈称呼）加菲猫'],['Lai Siu Tin'],['男艺人'],['作曲家、编曲家、指挥家、唱片制作人、演员、歌手'],['《问我》《变色龙》《天蚕变》《换到千般恨》《天龙诀》《残梦》《浮生六劫》《戏剧人生》《太极张三丰》《人在旅途洒泪时》《大地恩情》《大内群英》《浴血太平山》《找不著借口》《大侠霍元甲》《骤雨中的阳光》《侬本多情》《剑伴谁在》《问谁领风骚》《胭脂扣》《心肝宝贝》《烟雨凄迷》《仙鹤情缘》《梦里是谁》《Crying in the Party》'],['《子夜》'],['1951年至2019年'],[],[],['铜锣湾圣保禄医院'],"['十大中文金曲奖', '三个相关奖', '颁商业奇才奖']",['粤语、英语、普通话'],[],['香岛中学小学部圣若瑟英文中学喇沙书院新法书院'],['黎小田的'],['佛教'],['广东中山'],[],[],"['黎海宁','林寄韵']",['关菊英'],"['黎草田','杨莉君']",['黎兆斌']
['胡慧中'],['0398904'],['胡慧中'],['Sibelle Hu'],[],['Hu Hui Chung'],['女演员'],['演员、歌手、主持人'],['电影：《欢颜》、《霸王花》'],['电影：《欢颜》'],['1979年－2002年'],[],['台北市'],[],[],['广东话、华语'],[],[],['国立台湾大学历史学系夜间部'],[],['江苏省淮安县'],[],[],[],['唐重生'],[],['何淦璇']
['黎明'],['0481709'],[],['Leon Lai'],['Leon、黎天王、金句王'],['Lai Ming'],['男艺人'],['歌手、演员、导演'],['甜蜜蜜、玻璃之城、三更之回家'],['男儿本色、Leon'],['1986年－现在'],['1991'],['北京市'],[],"['多个乐坛颁奖', '铜奖', '铜奖', '多个香港乐坛颁奖', '该奖', '该奖', '多项大奖', '多个不同的奖', '二百多个音乐奖', '该奖', '多个电影和广告奖', '多年音乐奖']",['粤语、国语、英语、客家语'],[],[],['高中'],[],['广东梅县'],[],['华星唱片（1986年－1991年）无线电视（1986年－1990年代）百仕活娱乐事业有限公司（1991年5月30日－现在）'],[],['陈善之'],['黎新生'],[]
['潘迎紫'],['0659039'],[],['Angela'],['娃娃娃娃姐中视之宝中视当家花旦荧幕情侣美魔女始祖'],['Yin-Tze Pan'],['女演员'],['演员'],['《一代女皇》《灵山神箭》《浴火凤凰》《一代皇-{后}-大玉儿》'],['《独臂刀》'],['1963年至今'],['1960'],['江苏省苏州市'],[],[],['粤语、吴语 、国语'],[],[],[],[],['江苏苏州'],[],[],[],['陈鸿烈'],[],[]
['孟飞'],['0579528'],['杨安东'],[' '],[],[],['男演员'],['演员'],['神雕侠侣'],['小拳王'],['1972年至今'],[],['山东省'],[],[],['国语、粤语'],[' 1998-'],[],[],[],['山东省'],['汉族'],[],[],['罗月冷'],[],[]
['宋慧乔'],['1046845'],['宋慧教'],['송혜교'],['乔妹'],['Song Hye-kyo'],['女演员'],['演员'],['电影：电视剧：'],['《初恋》'],['1998年至今'],['1996年'],['大邱直辖市达西区（现大邱广域市）'],[],[],['韩语、英语、日语、少许汉语、略懂粤语'],[],[],['世宗大学电影艺术学系肄业'],[],[],['朝鲜族'],['Sidus HQ（2007年-2012年）UAA（2012年至今）泽东电影 (2019年至今）'],[],['宋仲基'],[],[]
['鲍方'],['2608824'],[],[' '],[],['Bao Fong'],['男演员'],['演员、导演'],[],['《京华春梦》'],['1949年-1999年'],['1948年'],['江西省南昌县'],['湾仔律敦治医院'],[],['粤语'],[],[],['南昌百花洲小学毕省立一中广西大学法律系广西省立艺术馆'],[],['安徽歙县'],[],[],[],['刘苏'],[],[]
['黄日华'],['4726171'],['黄日华'],['Felix Wong'],['华哥、黄华、喷火华、靖哥哥、乔帮主、Stone sir、辛Sir、Uncle Sunny'],['Wong Yat Wah'],['男演员'],['演员'],['《过客》《香城浪子》《天龙八部》(1982年)《射雕英雄传》《天龙八部》(1997年)《义不容情》《马场大亨》《包青天》《天地豪情》《刑警》'],[],['1980年至今'],[],['广东博罗'],[],['提名影帝奖'],['粤语、国语、英语'],[],['圣文德书院（中五毕业）'],['无线电视艺员训练班第9期毕业'],['创价学会'],['广东博罗'],[],['无线电视(1980-1990；1993-2001；2009-2010)亚洲电视(1990-1993)'],[],[],[],['黄芷晴']
['阿尔莱蒂'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['文颂娴'],['0541181'],[],['Annie Man'],[],['Man Chung-Han'],['女演员'],[],['《穆桂英大破天门阵》、《天子寻龙》'],['《中国教父II之再起风云》'],['1993年至今'],['1993年'],[],[],['1998年亚视十大最受欢迎女艺员'],[],[],['香港培正小学马鞍山崇真中学'],['中学'],[],[],['汉族'],['亚洲电视（1993至2000年）无线电视（2000至2005年）汉传媒（2005年至今）'],[],['李梓慎'],[],['Jamie Lee']
